id,album,slug,date,songtitle,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,id,uri,track_href,analysis_url
23Y5wdyP5byMFktZf8AcWU,I AM...SASHA FIERCE,sashafierce,11/14/08,Diva,0.875,0.551,6,-6.744,0,0.317,0.0488,0.00728,0.0537,0.861,146.092,200613,4,5Ssv6DaKrW0HczVqx6zXdl,spotify:track:5Ssv6DaKrW0HczVqx6zXdl,https://api.spotify.com/v1/tracks/5Ssv6DaKrW0HczVqx6zXdl,https://api.spotify.com/v1/audio-analysis/5Ssv6DaKrW0HczVqx6zXdl
23Y5wdyP5byMFktZf8AcWU,I AM...SASHA FIERCE,sashafierce,11/14/08,Sweet Dreams,0.694,0.825,1,-5.986,1,0.111,0.0895,1.86E-05,0.0618,0.788,121.949,208067,4,1FKxKGONukVFXWVJxAKmlz,spotify:track:1FKxKGONukVFXWVJxAKmlz,https://api.spotify.com/v1/tracks/1FKxKGONukVFXWVJxAKmlz,https://api.spotify.com/v1/audio-analysis/1FKxKGONukVFXWVJxAKmlz
23Y5wdyP5byMFktZf8AcWU,I AM...SASHA FIERCE,sashafierce,11/14/08,Video Phone,0.479,0.763,8,-8.954,1,0.178,0.00242,0.0353,0.383,0.608,84.769,215440,4,53hNzjDClsnsdYpLIwqXvn,spotify:track:53hNzjDClsnsdYpLIwqXvn,https://api.spotify.com/v1/tracks/53hNzjDClsnsdYpLIwqXvn,https://api.spotify.com/v1/audio-analysis/53hNzjDClsnsdYpLIwqXvn
23Y5wdyP5byMFktZf8AcWU,I AM...SASHA FIERCE,sashafierce,11/14/08,Hello,0.33,0.769,6,-5.755,1,0.17,0.206,1.54E-06,0.143,0.416,97.515,256533,3,3ID5lLzkh4uM8XPUuB2VKq,spotify:track:3ID5lLzkh4uM8XPUuB2VKq,https://api.spotify.com/v1/tracks/3ID5lLzkh4uM8XPUuB2VKq,https://api.spotify.com/v1/audio-analysis/3ID5lLzkh4uM8XPUuB2VKq
23Y5wdyP5byMFktZf8AcWU,I AM...SASHA FIERCE,sashafierce,11/14/08,Ego,0.623,0.389,1,-7.816,1,0.241,0.155,0,0.163,0.489,79.454,236360,4,6GcuA4J9ruyClBizBd4m5E,spotify:track:6GcuA4J9ruyClBizBd4m5E,https://api.spotify.com/v1/tracks/6GcuA4J9ruyClBizBd4m5E,https://api.spotify.com/v1/audio-analysis/6GcuA4J9ruyClBizBd4m5E
23Y5wdyP5byMFktZf8AcWU,I AM...SASHA FIERCE,sashafierce,11/14/08,Scared of Lonely,0.534,0.575,1,-6.706,1,0.0519,0.0546,0,0.131,0.205,86.961,222920,4,5m3MMqREtffhno6KLdpnDI,spotify:track:5m3MMqREtffhno6KLdpnDI,https://api.spotify.com/v1/tracks/5m3MMqREtffhno6KLdpnDI,https://api.spotify.com/v1/audio-analysis/5m3MMqREtffhno6KLdpnDI
2UJwKSBUz6rtW4QLK74kQu,BEYONCÉ [Platinum Edition],beyonce,11/24/14,Pretty Hurts,0.512,0.625,11,-6.764,1,0.0508,0.00308,0.000164,0.346,0.201,129.935,257653,4,7lUA4P03AhwAw40JHkdyGr,spotify:track:7lUA4P03AhwAw40JHkdyGr,https://api.spotify.com/v1/tracks/7lUA4P03AhwAw40JHkdyGr,https://api.spotify.com/v1/audio-analysis/7lUA4P03AhwAw40JHkdyGr
2UJwKSBUz6rtW4QLK74kQu,BEYONCÉ [Platinum Edition],beyonce,11/24/14,Haunted,0.436,0.534,1,-9.416,0,0.0773,0.103,0.00643,0.507,0.325,122.822,369040,4,7cioKB5CHVzk09SOtTyn0T,spotify:track:7cioKB5CHVzk09SOtTyn0T,https://api.spotify.com/v1/tracks/7cioKB5CHVzk09SOtTyn0T,https://api.spotify.com/v1/audio-analysis/7cioKB5CHVzk09SOtTyn0T
2UJwKSBUz6rtW4QLK74kQu,BEYONCÉ [Platinum Edition],beyonce,11/24/14,Drunk in Love,0.589,0.621,5,-6.902,0,0.0468,0.00969,0.00104,0.181,0.401,140.03,323480,4,6jG2YzhxptolDzLHTGLt7S,spotify:track:6jG2YzhxptolDzLHTGLt7S,https://api.spotify.com/v1/tracks/6jG2YzhxptolDzLHTGLt7S,https://api.spotify.com/v1/audio-analysis/6jG2YzhxptolDzLHTGLt7S
2UJwKSBUz6rtW4QLK74kQu,BEYONCÉ [Platinum Edition],beyonce,11/24/14,Blow,0.875,0.434,0,-7.683,1,0.091,0.242,0.00146,0.234,0.777,120.065,309720,4,6wwrYruEgWlowPDZMq5116,spotify:track:6wwrYruEgWlowPDZMq5116,https://api.spotify.com/v1/tracks/6wwrYruEgWlowPDZMq5116,https://api.spotify.com/v1/audio-analysis/6wwrYruEgWlowPDZMq5116
